# Jarvis Panorama -- PTEN m1 s2 2023-10-02 CSC1 panorama -- CSC1 -- 2-75 Hz -- 1,698 windows of 8 s every 1 s -- taken 2026-09-18T14:21:16
t_s,dominant_peak_hz,dominant_peak_margin,dominant_peak_power,dominant_flat_hz,aperiodic_exponent,r_squared
821.1813,2.63751,0.05138,0.65252,47.5,1.40594,0.94912
822.184,38.97292,0.08898,0.65446,47.5,1.3824,0.93826
823.1867,47.27212,0.10459,0.69848,47.5,1.39927,0.93483
824.1893,47.0213,0.02516,0.7426,47.5,1.63708,0.92173
825.192,51.07229,0.03538,0.65966,47.5,1.64086,0.91353
826.1947,54.39602,0.2251,0.75582,54.5,1.63808,0.92047
827.1973,51.35725,0.03828,0.59274,47.0,1.4851,0.91927
828.2,54.13518,0.15958,0.61669,47.0,1.45558,0.91909
829.2027,34.4021,0.09114,0.63388,47.0,1.58384,0.92474
830.2053,4.57464,0.12447,0.66333,34.5,1.55981,0.9175
831.208,4.53407,0.11239,0.71261,5.0,1.55461,0.9176
832.2107,4.35272,0.15258,0.63135,51.5,1.50721,0.9091
833.2133,4.34998,0.22342,0.64119,51.5,1.50107,0.91998
834.216,4.25025,0.11287,0.61515,4.5,1.47883,0.92084
835.2187,30.9586,0.13984,0.55341,51.0,1.6483,0.90198
836.2213,36.10131,0.01176,0.72264,3.0,1.43879,0.93758
837.224,46.66951,0.16647,0.68477,46.5,1.57268,0.89282
838.2267,46.74829,0.16682,0.59686,46.5,1.58526,0.87972
839.2293,26.69102,0.08033,0.66205,46.5,1.66384,0.88331
840.232,33.38442,0.0332,0.74336,46.5,1.67208,0.89204
841.2347,41.92608,0.01682,0.72837,46.5,1.6844,0.89989
842.2373,33.42838,0.04375,0.74829,33.5,1.66164,0.90582
843.24,42.04873,0.11144,0.7008,33.5,1.66704,0.9092
844.2427,33.47657,0.19847,0.65085,33.5,1.69297,0.92388
845.2453,37.00116,0.17329,0.65195,33.5,1.54267,0.91237
846.248,43.45526,0.06835,0.57908,43.5,1.49968,0.90729
847.2507,43.51415,0.04217,0.63676,43.5,1.60998,0.91717
848.2533,43.49622,0.06484,0.63314,37.5,1.59594,0.93347
849.256,43.56409,0.2108,0.7231,43.5,1.45515,0.94002
850.2587,43.53411,0.22848,0.74014,43.5,1.57389,0.9379
851.2613,43.55463,0.07094,0.69161,43.5,1.54447,0.93182
852.264,43.42749,0.0113,0.61273,43.5,1.36925,0.92387
853.2667,3.71341,0.01944,0.57225,54.5,1.38012,0.92031
854.2693,40.27664,0.02906,0.58284,54.5,1.54415,0.91456
855.272,54.50911,0.23372,0.71331,54.5,1.54695,0.91768
856.2747,54.5605,0.15089,0.72614,54.5,1.594,0.91559
857.2773,54.60081,0.07178,0.62629,54.5,1.60522,0.90285
858.28,54.54917,0.03517,0.621,54.5,1.60514,0.88
859.2827,46.69223,0.04564,0.79135,34.5,1.61367,0.90524
860.2853,49.42096,0.06737,0.85845,49.5,1.59204,0.8959
861.288,46.3922,0.17521,0.83466,47.0,1.59693,0.8979
862.2907,46.56279,0.10566,0.8386,49.5,1.59302,0.89687
863.2933,49.30316,0.07204,0.84387,49.5,1.53849,0.89924
864.296,46.39546,0.01568,0.77951,49.5,1.47487,0.89056
865.2987,49.16082,0.07041,0.85967,49.5,1.4872,0.90426
866.3013,48.90797,0.07461,0.81127,49.0,1.45844,0.92362
867.304,30.62847,0.0851,0.74601,48.5,1.60398,0.92136
868.3067,47.95815,0.12592,0.7394,52.5,1.65601,0.92381
869.3093,48.4308,0.02061,0.75534,52.5,1.71976,0.93155
870.312,53.36308,0.03466,0.77511,52.5,1.6374,0.93316
871.3147,47.51203,0.16024,0.76022,48.5,1.56285,0.93345
872.3173,47.32493,0.08658,0.67678,54.5,1.57611,0.93184
873.32,47.41771,0.07857,0.74616,54.5,1.57698,0.93248
874.3227,4.14551,0.00485,0.67408,54.5,1.5405,0.93016
875.3253,41.24407,0.02524,0.74204,41.0,1.51423,0.9291
876.328,4.15292,0.04041,0.80885,4.5,1.4498,0.92341
877.3307,34.9927,0.10767,0.74059,38.0,1.41858,0.91823
878.3333,35.04184,0.19081,0.79227,35.0,1.34227,0.90368
879.336,35.15812,0.12704,0.79397,35.5,1.36275,0.91439
880.3387,35.11638,0.2513,0.87071,35.0,1.41801,0.90665
881.3413,3.63959,0.06394,0.74337,3.5,1.27435,0.87984
882.344,3.61844,0.18436,0.71927,3.5,1.35988,0.89605
883.3467,3.70851,0.4259,0.93097,3.5,1.15674,0.87073
884.3493,3.74899,0.46088,0.9568,4.0,1.17913,0.89223
885.352,3.72475,0.4267,0.88596,3.5,1.20666,0.91747
886.3547,3.80644,0.34472,0.82099,3.5,1.15273,0.86143
887.3573,3.95588,0.459,0.90393,4.0,1.30035,0.88768
888.36,4.13185,0.33695,0.79071,4.0,1.37593,0.90897
889.3627,4.09632,0.24843,0.76921,52.0,1.42335,0.93516
890.3653,30.05097,0.20901,0.59258,39.5,1.48725,0.94197
891.368,30.29977,0.01531,0.56033,41.5,1.59993,0.9379
892.3707,37.48131,0.18905,0.68348,37.5,1.50612,0.93674
893.3733,34.14823,0.04897,0.55021,30.5,1.54678,0.94682
894.376,30.1756,0.03845,0.63808,30.5,1.51269,0.91557
895.3787,30.61242,0.09074,0.77263,49.5,1.65983,0.90618
896.3813,49.61267,0.15598,0.79156,49.5,1.70995,0.91675
897.384,38.34841,0.04493,0.60813,49.5,1.76315,0.92786
898.3867,38.2799,0.02565,0.72094,38.5,1.46344,0.93311
899.3893,42.68471,0.02022,0.64937,35.0,1.5399,0.92225
900.392,49.66439,0.04678,0.75014,35.0,1.41201,0.90861
901.3947,47.065,0.06212,0.61929,35.0,1.65215,0.89429
902.3973,34.98454,0.18634,0.89852,35.0,1.46104,0.91945
903.4,34.96048,0.31591,0.91316,35.0,1.47968,0.92879
904.4027,34.87884,0.31685,0.94588,35.0,1.44434,0.90573
905.4053,27.38829,0.04398,0.63038,34.5,1.53065,0.90128
906.408,30.01453,0.10029,0.65893,34.5,1.73262,0.9156
907.4107,30.01298,0.11062,0.59593,45.0,1.54727,0.89857
908.4133,4.04162,0.06766,0.51183,45.0,1.55093,0.93027
909.416,39.00412,0.24263,0.74152,39.0,1.46963,0.90564
910.4187,3.92815,0.05365,0.57835,39.0,1.49523,0.91501
911.4213,3.64991,0.19166,0.59108,39.0,1.41863,0.92197
912.424,3.64254,0.12202,0.56523,62.5,1.40868,0.92599
913.4267,3.47655,0.24009,0.69082,4.0,1.2535,0.92256
914.4293,3.35144,0.19933,0.6318,32.5,1.31487,0.93027
915.432,3.42043,0.08901,0.66332,4.0,1.30663,0.93489
916.4347,41.74652,0.07925,0.54685,32.5,1.55983,0.90581
917.4373,41.68073,0.02381,0.53067,32.5,1.59767,0.91872
918.44,39.66602,0.06969,0.59092,32.5,1.76817,0.93643
919.4427,39.54262,0.01781,0.57901,32.5,1.83451,0.94605
920.4453,39.49688,0.05321,0.75056,41.5,1.76599,0.92764
921.448,51.36555,0.03845,0.69027,51.0,1.65024,0.9112
922.4507,39.53106,0.02689,0.66512,39.5,1.72736,0.91465
923.4533,42.70234,0.18403,0.72032,42.5,1.77795,0.92388
924.456,42.69935,0.17626,0.71923,42.5,1.68687,0.93274
925.4587,42.59289,0.09873,0.66087,42.5,1.60116,0.93301
926.4613,35.53908,0.2467,0.6455,35.5,1.34882,0.92171
927.464,35.59247,0.10962,0.65019,35.5,1.43886,0.92634
928.4667,35.56462,0.22551,0.67962,35.5,1.42867,0.92162
929.4693,47.329,0.00598,0.59006,35.5,1.30704,0.92452
930.472,35.74207,0.01704,0.65822,35.5,1.20353,0.90072
931.4747,47.50457,0.03448,0.6319,35.5,1.31555,0.9231
932.4773,47.53715,0.02114,0.61903,35.5,1.2788,0.91569
933.48,29.90201,0.04253,0.59114,34.0,1.41552,0.91446
934.4827,33.29711,0.02257,0.48356,54.5,1.48532,0.91263
935.4853,40.46676,0.22268,0.58364,54.5,1.45821,0.91179
936.488,40.65916,0.06803,0.57946,33.5,1.37652,0.94542
937.4907,55.1571,0.0306,0.59556,54.5,1.58641,0.92816
938.4933,55.08782,0.0898,0.59785,54.5,1.60838,0.92389
939.496,3.78322,0.02184,0.65999,54.5,1.47888,0.88252
940.4987,3.7195,0.13021,0.65521,54.5,1.41237,0.92715
941.5013,3.68801,0.0074,0.59004,54.5,1.48407,0.92423
942.504,3.85974,0.28379,0.79989,54.5,1.46229,0.9157
943.5067,4.00605,0.15801,0.80304,54.5,1.46858,0.91873
944.5093,3.67913,0.16305,0.78866,3.5,1.32515,0.92136
945.512,3.66441,0.06153,0.72516,3.5,1.37664,0.91026
946.5147,33.61382,0.03434,0.69278,3.5,1.34274,0.91005
947.5173,55.3093,0.01258,0.65561,54.5,1.34801,0.92465
948.52,51.59613,0.11568,0.72836,54.5,1.46695,0.93649
949.5227,51.52604,0.01654,0.65321,54.5,1.65532,0.94061
950.5253,34.72774,0.23062,0.66228,54.5,1.62693,0.93764
951.528,34.66534,0.39363,0.71203,35.0,1.65828,0.94767
952.5307,35.34417,0.17705,0.7306,35.5,1.66571,0.9457
953.5333,35.35888,0.26597,0.70232,35.5,1.69743,0.94309
954.536,38.73887,0.11429,0.5278,35.5,1.60312,0.93841
955.5387,4.34441,0.00658,0.49367,45.0,1.4548,0.93181
956.5413,4.41454,0.35963,0.71199,4.5,1.2974,0.9069
957.544,4.38412,0.2417,0.72871,4.5,1.27902,0.90531
958.5467,4.23272,0.30545,0.82113,4.5,1.21144,0.88288
959.5493,4.48143,0.22567,0.71909,4.0,1.27798,0.89312
960.552,56.19029,0.00376,0.66765,4.0,1.3785,0.88706
961.5547,56.13981,0.075,0.70047,45.0,1.44884,0.88723
962.5573,56.1132,0.04301,0.70009,4.0,1.42685,0.93392
963.56,53.84446,0.02282,0.73449,54.0,1.58471,0.93975
964.5627,53.76597,0.06471,0.69332,54.0,1.59881,0.94159
965.5653,54.18236,0.0894,0.64708,54.5,1.75402,0.9514
966.568,54.21014,0.07448,0.62986,43.5,1.73701,0.93892
967.5707,54.24372,0.06067,0.5922,45.0,1.63748,0.94819
968.5733,54.16983,0.02727,0.65764,4.0,1.54315,0.94146
969.576,3.32928,0.01832,0.56336,54.5,1.62702,0.93518
970.5787,33.55545,0.2192,0.78643,33.5,1.53573,0.93272
971.5813,33.57469,0.13316,0.74005,4.0,1.41182,0.91439
972.584,33.49296,0.08217,0.75673,33.5,1.31724,0.93746
973.5867,33.34572,0.09613,0.72955,4.0,1.40467,0.94391
974.5893,3.81007,0.06784,0.63375,4.0,1.46486,0.93971
975.592,4.01245,0.28886,0.87195,4.0,1.36445,0.9267
976.5947,3.95795,0.11186,0.78211,4.0,1.37219,0.92938
977.5973,33.31663,0.13006,0.64906,4.0,1.31513,0.90966
978.6,34.07806,0.01698,0.67981,32.5,1.46983,0.90952
979.6027,3.79233,0.09796,0.65836,4.0,1.32745,0.91336
980.6053,33.99125,0.02431,0.63324,35.0,1.56027,0.88525
981.608,34.03586,0.12358,0.60811,32.5,1.54553,0.89258
982.6107,41.61248,0.13567,0.63209,37.0,1.58075,0.91109
983.6133,54.5771,0.0241,0.58519,37.0,1.57529,0.91626
984.616,41.55325,0.19702,0.76353,41.5,1.60456,0.92626
985.6187,41.56101,0.2048,0.75986,41.5,1.41927,0.91918
986.6213,41.58939,0.14571,0.70794,41.5,1.43779,0.91316
987.624,41.59182,0.08404,0.71033,54.5,1.58716,0.9115
988.6267,43.59802,0.08675,0.69496,54.5,1.55868,0.90866
989.6293,43.4801,0.21974,0.81693,43.5,1.39812,0.92105
990.632,43.45777,0.11599,0.85724,43.5,1.43088,0.89324
991.6347,43.41933,0.08295,0.75382,43.5,1.32482,0.9021
992.6373,43.34002,0.22278,0.72443,43.5,1.51986,0.87816
993.64,3.75913,0.13028,0.84252,3.5,1.38252,0.91385
994.6427,4.01254,0.13731,0.8293,3.5,1.35673,0.92193
995.6453,3.97099,0.17957,0.85031,3.5,1.42543,0.91271
996.648,3.97915,0.23211,0.7773,3.5,1.42039,0.93176
997.6507,4.07558,0.14214,0.68696,3.5,1.48596,0.94975
998.6533,4.05959,0.16541,0.72676,3.5,1.52621,0.9542
999.656,4.09138,0.18711,0.75834,3.5,1.47955,0.95174
1000.6587,4.18197,0.15487,0.66952,4.5,1.41187,0.94016
1001.6613,3.97123,0.27317,0.72581,4.0,1.31002,0.93362
1002.664,3.85081,0.12132,0.6706,4.0,1.29693,0.91811
1003.6667,3.73471,0.0807,0.63426,4.0,1.24677,0.93176
1004.6693,3.68061,0.15852,0.6825,4.0,1.19421,0.92204
1005.672,33.32869,0.08545,0.69118,4.0,1.19496,0.91508
1006.6747,3.55379,0.1183,0.61486,4.0,1.27068,0.9097
1007.6773,33.12746,0.02351,0.60773,44.0,1.33535,0.88522
1008.68,28.56103,0.00714,0.67,44.0,1.25728,0.90852
1009.6827,28.56861,0.08396,0.66408,44.0,1.34033,0.8825
1010.6853,3.60433,0.00415,0.5449,44.0,1.30048,0.89768
1011.688,44.12768,0.2941,0.72549,44.0,1.45154,0.92703
1012.6907,28.29518,0.17827,0.69913,28.0,1.42096,0.91345
1013.6933,28.23603,0.10869,0.67471,28.0,1.34363,0.93864
1014.696,35.29475,0.03677,0.64082,35.0,1.35673,0.92129
1015.6987,28.19288,0.13803,0.60066,45.0,1.55931,0.90175
1016.7013,47.21723,0.07277,0.67909,47.5,1.54638,0.91279
1017.704,47.26441,0.09632,0.61636,47.5,1.59052,0.91534
1018.7067,3.27709,0.0514,0.69097,3.0,1.31783,0.92637
1019.7093,3.37061,0.0801,0.65106,3.0,1.27374,0.94373
1020.712,47.20425,0.05189,0.60917,40.5,1.48296,0.90098
1021.7147,47.13245,0.02001,0.57365,52.5,1.46958,0.88812
1022.7173,54.04167,0.03576,0.58123,53.0,1.43119,0.87118
1023.72,53.68504,0.07715,0.55119,53.0,1.51003,0.88173
1024.7227,3.53354,0.14612,0.67645,3.5,1.28995,0.92129
1025.7253,3.74897,0.03163,0.75448,3.5,1.29846,0.91685
1026.728,3.82703,0.19803,0.69997,3.5,1.36737,0.91499
1027.7307,3.91628,0.21745,0.89619,4.0,1.49862,0.9282
1028.7333,3.95415,0.20258,0.89652,4.0,1.48825,0.91557
1029.736,4.04651,0.03873,0.75782,54.5,1.57758,0.92157
1030.7387,54.23364,0.17586,0.76633,54.5,1.51876,0.92256
1031.7413,54.25893,0.12057,0.72633,54.5,1.58588,0.92312
1032.744,32.09042,0.13204,0.63751,54.5,1.58214,0.9161
1033.7467,54.15433,0.05687,0.66032,54.0,1.6987,0.92601
1034.7493,32.08226,0.19252,0.7,32.0,1.73471,0.93148
1035.752,32.04433,0.21709,0.65718,63.0,1.70612,0.9336
1036.7547,61.70948,0.04405,0.43608,63.0,1.63878,0.93319
1037.7573,30.80588,0.25414,0.5448,30.5,1.64737,0.93735
1038.76,30.74424,0.0436,0.56678,30.5,1.64914,0.9366
1039.7627,21.07135,0.0492,0.53049,30.5,1.6699,0.93455
1040.7653,44.13304,0.15319,0.55088,47.5,1.48225,0.91338
1041.768,47.64165,0.01019,0.53321,6.0,1.40748,0.92574
1042.7707,6.00245,0.08885,0.63185,33.0,1.53732,0.92031
1043.7733,33.27214,0.0,0.60899,33.0,1.44228,0.91428
1044.776,44.42948,0.10591,0.65022,33.0,1.4437,0.91697
1045.7787,5.59918,0.12991,0.71201,33.0,1.48308,0.9277
1046.7813,54.39482,0.13796,0.73324,44.5,1.5804,0.88196
1047.784,4.13201,0.0911,0.67955,4.0,1.44562,0.92217
1048.7867,42.10077,0.00813,0.68164,46.5,1.42312,0.92636
1049.7893,4.16652,0.04999,0.61022,46.5,1.4978,0.91263
1050.792,52.27227,0.12181,0.69586,46.5,1.60572,0.92032
1051.7947,52.43153,0.28315,0.86095,52.5,1.57031,0.92041
1052.7973,52.50909,0.21065,0.85546,52.5,1.62126,0.91985
1053.8,52.46372,0.2456,0.87194,52.5,1.70311,0.91765
1054.8027,52.34505,0.23952,0.80288,52.5,1.70335,0.94346
1055.8053,52.37981,0.32374,0.80161,52.5,1.70085,0.94421
1056.808,52.28468,0.2035,0.76098,52.5,1.71198,0.94153
1057.8107,48.65318,0.11207,0.74297,48.5,1.69091,0.95247
1058.8133,38.20817,0.0462,0.68147,48.5,1.72774,0.94888
1059.816,48.55824,0.18839,0.73044,48.5,1.72313,0.93456
1060.8187,38.00338,0.05718,0.68844,48.5,1.70326,0.93183
1061.8213,42.37386,0.01361,0.65959,38.5,1.4484,0.93232
1062.824,38.35045,0.06414,0.71428,38.5,1.58246,0.91479
1063.8267,42.57985,0.02108,0.68877,38.5,1.55321,0.88834
1064.8293,45.70302,0.01124,0.63941,38.5,1.56485,0.87838
1065.832,33.56961,0.00147,0.63269,46.0,1.60347,0.88559
1066.8347,45.75526,0.00042,0.63986,39.5,1.46558,0.91906
1067.8373,39.60911,0.38163,0.71204,39.5,1.6032,0.92212
1068.84,39.65597,0.13743,0.65334,39.5,1.70368,0.93398
1069.8427,52.48148,0.19183,0.7802,52.5,1.75406,0.93797
1070.8453,52.4642,0.24491,0.68019,52.5,1.65901,0.93743
1071.848,53.00178,0.1131,0.5465,52.5,1.66165,0.93722
1072.8507,39.35484,0.06384,0.498,52.5,1.68088,0.92564
1073.8533,44.78074,0.07015,0.61218,45.0,1.59722,0.9167
1074.856,38.31693,0.16545,0.68536,45.0,1.53418,0.91794
1075.8587,44.70474,0.07565,0.66017,45.0,1.57334,0.91917
1076.8613,44.55854,0.18336,0.76009,45.0,1.64319,0.92049
1077.864,44.4635,0.15651,0.77224,47.5,1.64129,0.9253
1078.8667,30.16823,0.15491,0.73251,50.5,1.67523,0.92994
1079.8693,30.25593,0.06565,0.70924,50.5,1.69155,0.92765
1080.872,46.20218,0.05143,0.70296,50.5,1.59982,0.92381
1081.8747,41.43995,0.05756,0.79406,50.5,1.50594,0.93158
1082.8773,41.43943,0.07543,0.76974,50.5,1.54455,0.92681
1083.88,41.57962,0.10197,0.82975,41.5,1.41541,0.9258
1084.8827,41.81163,0.15522,0.81271,41.5,1.4828,0.92876
1085.8853,41.82689,0.20823,0.90248,42.0,1.48403,0.92108
1086.888,41.73014,0.05647,0.69562,41.5,1.47948,0.92281
1087.8907,3.4669,0.04495,0.69505,5.0,1.40415,0.92433
1088.8933,3.5993,0.11191,0.56867,32.0,1.46661,0.92304
1089.896,4.80923,0.14782,0.6186,5.0,1.36825,0.89363
1090.8987,4.62683,0.06114,0.5526,5.0,1.47478,0.93137
1091.9013,54.03589,0.00515,0.55919,5.0,1.3573,0.92482
1092.904,4.92359,0.22963,0.73059,5.0,1.2989,0.90267
1093.9067,36.69457,0.04475,0.52428,5.0,1.2751,0.92086
1094.9093,54.13915,0.1315,0.63295,4.0,1.25131,0.91844
1095.912,41.15319,0.08734,0.67102,4.0,1.27891,0.89499
1096.9147,41.08377,0.07178,0.68382,4.0,1.26137,0.89792
1097.9173,3.62041,0.23292,0.8438,4.0,1.19479,0.90499
1098.92,3.76635,0.48344,0.89401,4.0,1.2582,0.90395
1099.9227,3.96092,0.08202,0.79419,4.0,1.31577,0.91516
1100.9253,3.82525,0.22642,0.94269,4.0,1.29937,0.91141
1101.928,3.7989,0.13303,0.83372,4.0,1.27686,0.92446
1102.9307,4.48004,0.01022,0.7744,32.0,1.32815,0.91524
1103.9333,36.319,0.19916,0.6365,32.0,1.59572,0.91538
1104.936,3.88251,0.23154,0.68721,32.5,1.4168,0.93706
1105.9387,4.02621,0.13413,0.61902,32.5,1.45352,0.93348
1106.9413,37.22543,0.03809,0.64622,32.5,1.62414,0.8951
1107.944,4.3592,0.09528,0.65875,38.0,1.43227,0.9037
1108.9467,4.456,0.03616,0.68487,38.0,1.54101,0.90365
1109.9493,37.82601,0.09823,0.70286,38.0,1.55645,0.90472
1110.952,42.55595,0.00207,0.59949,38.0,1.60499,0.90713
1111.9547,42.43743,0.06334,0.62547,42.5,1.59181,0.91226
1112.9573,42.28634,0.0931,0.65396,37.0,1.57882,0.89709
1113.96,4.72578,0.20006,0.61136,42.5,1.48245,0.91223
1114.9627,34.78739,0.14456,0.6894,34.5,1.48318,0.91902
1115.9653,42.20766,0.0182,0.61905,4.5,1.5413,0.93493
1116.968,42.35378,0.03507,0.61909,42.5,1.6502,0.94712
1117.9707,34.79104,0.07377,0.63379,4.5,1.6313,0.95897
1118.9733,34.93158,0.27078,0.78492,35.0,1.68073,0.95221
1119.976,41.34196,0.01561,0.66249,41.0,1.6212,0.95259
1120.9787,4.43024,0.01161,0.66394,35.0,1.62981,0.95689
1121.9813,4.42554,0.02558,0.58471,62.5,1.6407,0.94715
1122.984,4.53274,0.02728,0.56177,62.5,1.59089,0.94427
1123.9867,4.5779,0.13345,0.63394,62.5,1.47846,0.95305
1124.9893,51.40332,0.03248,0.65276,51.5,1.52643,0.94237
1125.992,51.43568,0.02204,0.61499,51.5,1.56163,0.92058
1126.9947,57.99013,0.0796,0.65993,57.5,1.59872,0.91965
1127.9973,58.03419,0.06173,0.63775,57.5,1.42394,0.92561
1129.0,41.14034,0.04956,0.59412,30.0,1.41198,0.92148
1130.0027,29.64381,0.03182,0.66684,30.0,1.43616,0.92115
1131.0053,29.61339,0.05107,0.64728,56.0,1.48622,0.91494
1132.008,56.24594,0.02049,0.61566,56.0,1.41973,0.93168
1133.0107,56.07628,0.27802,0.87068,56.0,1.45064,0.92953
1134.0133,56.06122,0.30709,0.79986,56.0,1.45975,0.95472
1135.016,55.82047,0.18069,0.74113,56.0,1.42571,0.94837
1136.0187,55.12203,0.01669,0.63389,56.0,1.51311,0.93418
1137.0213,55.52688,0.21006,0.6132,56.0,1.61211,0.94329
1138.024,55.8048,0.22883,0.65851,56.0,1.6288,0.94852
1139.0267,38.41947,0.06101,0.72873,38.5,1.62756,0.94566
1140.0293,38.61893,0.08858,0.78739,43.0,1.59806,0.9418
1141.032,38.63562,0.16559,0.73852,43.0,1.73747,0.946
1142.0347,42.78169,0.18788,0.74688,43.0,1.68966,0.93982
1143.0373,42.8256,0.07866,0.70765,43.0,1.68259,0.96005
1144.04,4.20317,0.16093,0.82461,4.5,1.56517,0.94637
1145.0427,4.10916,0.32246,0.80134,4.5,1.4812,0.94696
1146.0453,4.02578,0.40662,0.73739,4.0,1.43426,0.94621
1147.048,4.06453,0.33839,0.78605,4.0,1.35872,0.94504
1148.0507,4.03204,0.24391,0.77175,4.0,1.30802,0.93763
1149.0533,27.38333,0.00136,0.57457,31.0,1.29191,0.93418
1150.056,4.10191,0.06405,0.63977,5.0,1.1435,0.89926
1151.0587,29.92398,0.24768,0.81641,30.0,1.17089,0.90674
1152.0613,34.37991,0.09099,0.64284,30.0,1.19588,0.90051
1153.064,34.44816,0.12245,0.67573,34.0,1.27612,0.92081
1154.0667,29.78091,0.10245,0.74755,34.0,1.54643,0.90726
1155.0693,29.66993,0.04315,0.69679,34.0,1.56555,0.90629
1156.072,34.70848,0.09828,0.71786,56.0,1.64629,0.89388
1157.0747,47.45437,0.10835,0.79394,56.0,1.49045,0.89994
1158.0773,47.54545,0.06488,0.73918,56.0,1.43631,0.921
1159.08,47.44558,0.03443,0.75048,56.0,1.50145,0.9316
1160.0827,39.86467,0.10781,0.69194,35.0,1.49169,0.93187
1161.0853,34.86769,0.21914,0.88569,35.0,1.44271,0.94013
1162.088,34.7779,0.08354,0.8448,35.0,1.63877,0.91111
1163.0907,34.75755,0.03623,0.82528,35.0,1.6165,0.9156
1164.0933,31.24777,0.02084,0.77729,3.0,1.4313,0.92238
1165.096,31.11583,0.04759,0.733,3.0,1.53223,0.93674
1166.0987,31.27306,0.05724,0.67036,31.0,1.63816,0.88515
1167.1013,31.28314,0.12577,0.62436,31.0,1.76184,0.9202
1168.104,3.34637,0.09368,0.61933,3.5,1.57064,0.94662
1169.1067,46.89582,0.19871,0.63943,47.0,1.7209,0.93059
1170.1093,52.10796,0.05772,0.64676,45.5,1.67776,0.91591
1171.112,39.09554,0.02955,0.66944,45.5,1.40919,0.93737
1172.1147,52.17539,0.07627,0.69982,52.5,1.48433,0.93803
1173.1173,51.6116,0.01066,0.6265,36.0,1.69156,0.93631
1174.12,35.86485,0.0287,0.6595,36.0,1.58228,0.93227
1175.1227,36.34001,0.01074,0.77346,36.0,1.5911,0.93271
1176.1253,52.37875,0.09763,0.7549,52.5,1.60196,0.9041
1177.128,36.33324,0.25531,0.86751,36.5,1.61117,0.91449
1178.1307,36.32986,0.23551,0.85638,36.0,1.63194,0.90416
1179.1333,36.46885,0.15054,0.82945,36.5,1.57938,0.93336
1180.136,4.00867,0.30036,0.86549,4.0,1.4841,0.9236
1181.1387,3.94418,0.05463,0.88225,4.0,1.52025,0.93132
1182.1413,3.9162,0.31302,0.828,4.0,1.51905,0.91376
1183.144,3.9113,0.28233,0.79894,4.0,1.52972,0.92252
1184.1467,49.09481,0.0094,0.59379,4.0,1.52665,0.92296
1185.1493,48.92916,0.11322,0.70408,48.5,1.71301,0.92119
1186.152,48.31675,0.02269,0.59321,55.5,1.70638,0.9326
1187.1547,49.00556,0.11033,0.64818,54.5,1.70654,0.93371
1188.1573,60.11863,0.01067,0.60069,54.5,1.59757,0.92905
1189.16,44.74304,0.06065,0.59192,40.0,1.79772,0.93896
1190.1627,44.69168,0.29784,0.69869,44.5,1.632,0.93917
1191.1653,44.72301,0.10645,0.68066,40.0,1.63025,0.93448
1192.168,52.35252,0.1107,0.76877,52.0,1.71609,0.91262
1193.1707,52.439,0.13512,0.76599,40.0,1.69048,0.91552
1194.1733,52.29591,0.08822,0.75957,52.0,1.76517,0.91875
1195.176,39.17294,0.01352,0.67485,39.5,1.70695,0.91477
1196.1787,52.31462,0.16973,0.71529,52.0,1.64518,0.91383
1197.1813,52.30561,0.1129,0.59503,52.0,1.70159,0.93343
1198.184,52.33269,0.14374,0.59586,52.0,1.56383,0.94353
1199.1867,4.58037,0.0613,0.41948,57.0,1.6865,0.95634
1200.1893,44.36787,0.11141,0.43569,57.0,1.78984,0.94408
1201.192,4.29788,0.0174,0.50418,52.5,1.65395,0.93979
1202.1947,46.6419,0.05237,0.51249,52.5,1.64208,0.937
1203.1973,46.80931,0.0124,0.50348,46.5,1.61413,0.94151
1204.2,4.39386,0.16867,0.62827,44.0,1.59102,0.93026
1205.2027,4.39703,0.036,0.6027,44.0,1.58735,0.93656
1206.2053,43.85001,0.04171,0.61023,44.0,1.51302,0.93218
1207.208,4.37141,0.07175,0.71031,45.5,1.54476,0.91832
1208.2107,43.64061,0.0335,0.62535,4.5,1.47525,0.92214
1209.2133,43.7166,0.16135,0.62603,4.5,1.55445,0.92774
1210.216,43.69229,0.12526,0.54956,43.5,1.64364,0.91878
1211.2187,59.41283,0.17971,0.52325,57.5,1.71409,0.9175
1212.2213,46.62809,0.23632,0.66256,46.0,1.71051,0.8995
1213.224,46.55931,0.1404,0.59222,46.0,1.75355,0.92253
1214.2267,46.6662,0.18471,0.59362,33.0,1.74397,0.9237
1215.2293,46.64938,0.18511,0.60167,46.5,1.77012,0.93494
1216.232,46.6334,0.10816,0.58236,46.5,1.73495,0.92012
1217.2347,42.35731,0.07076,0.61788,42.5,1.67959,0.92214
1218.2373,42.35254,0.05056,0.61181,47.5,1.70383,0.92814
1219.24,42.15783,0.08883,0.66794,30.0,1.73928,0.93906
1220.2427,42.05664,0.09005,0.69976,30.0,1.6315,0.9162
1221.2453,37.03646,0.01104,0.60915,30.0,1.41911,0.90615
1222.248,36.59939,0.07874,0.60511,30.0,1.45815,0.8798
1223.2507,3.68822,0.10937,0.67633,4.5,1.25209,0.93906
1224.2533,3.72986,0.16575,0.72589,4.5,1.25725,0.92587
1225.256,3.99547,0.09032,0.76325,4.5,1.20877,0.90394
1226.2587,41.42526,0.02907,0.72121,4.5,1.25716,0.91028
