# Jarvis Panorama -- PTEN m1 s2 2023-10-02 CSC1 panorama -- CSC1 -- 2-75 Hz -- 1,698 windows of 8 s every 1 s -- taken 2026-09-18T14:21:16
t_s,dominant_peak_hz,dominant_peak_margin,dominant_peak_power,dominant_flat_hz,aperiodic_exponent,r_squared
1628.328,42.7649,0.01313,0.65053,42.5,1.49151,0.92027
1629.3307,42.55338,0.04484,0.71922,5.0,1.34597,0.92311
1630.3333,4.98798,0.13296,0.76416,5.0,1.39713,0.92411
1631.336,5.46498,0.20519,0.90509,5.5,1.34808,0.9204
1632.3387,30.77377,0.07133,0.67262,5.5,1.26575,0.90061
1633.3413,5.45451,0.35557,0.91504,5.5,1.50037,0.91656
1634.344,5.46903,0.34454,0.9236,5.5,1.53142,0.92341
1635.3467,5.51505,0.28266,0.9067,5.5,1.48609,0.93437
1636.3493,5.554,0.20262,0.81503,5.5,1.48132,0.94321
1637.352,5.64906,0.06068,0.6895,47.5,1.51928,0.92023
1638.3547,2.63661,0.1451,0.70727,3.0,1.39533,0.93978
1639.3573,34.49348,0.161,0.68089,33.5,1.48462,0.93862
1640.36,34.31832,0.19451,0.65104,34.5,1.65915,0.93849
1641.3627,34.23172,0.20426,0.63203,34.5,1.67641,0.94739
1642.3653,54.6604,0.30059,0.73658,54.5,1.6875,0.93732
1643.368,54.62738,0.16721,0.6819,54.5,1.69425,0.93667
1644.3707,54.62072,0.31366,0.69371,54.5,1.66718,0.92614
1645.3733,54.51256,0.22247,0.65735,54.5,1.51534,0.94175
1646.376,54.55353,0.29012,0.78093,54.5,1.51642,0.92135
1647.3787,54.53788,0.28909,0.79509,54.5,1.55004,0.92723
1648.3813,54.4964,0.22186,0.74077,54.5,1.54951,0.92045
1649.384,54.43536,0.03516,0.53379,39.0,1.54416,0.91165
1650.3867,43.17913,0.04463,0.58677,33.5,1.74965,0.9234
1651.3893,41.33046,0.0339,0.58301,33.5,1.77203,0.92997
1652.392,41.47352,0.02753,0.63269,33.5,1.56023,0.91569
1653.3947,33.17997,0.03383,0.67282,33.5,1.60256,0.93295
1654.3973,33.19116,0.01486,0.70748,45.5,1.70552,0.92474
1655.4,41.44457,0.1276,0.72628,45.5,1.67595,0.93067
1656.4027,45.30878,0.06509,0.66481,45.5,1.65187,0.94173
1657.4053,45.27258,0.12359,0.62452,45.5,1.54451,0.93761
1658.408,44.67243,0.19287,0.58674,45.5,1.4715,0.95043
1659.4107,54.476,0.04629,0.52891,34.0,1.44399,0.93501
1660.4133,49.48361,0.01789,0.51728,4.5,1.50256,0.94133
1661.416,48.54998,0.02063,0.57089,4.5,1.39984,0.92111
1662.4187,40.5809,0.29202,0.70944,40.5,1.51486,0.90064
1663.4213,3.94881,0.07093,0.47576,40.5,1.48293,0.92325
1664.424,40.59268,0.07924,0.58984,40.5,1.48046,0.92884
1665.4267,40.45203,0.0,0.60122,40.5,1.50183,0.90885
1666.4293,61.0002,0.04657,0.60498,40.5,1.57548,0.91511
1667.432,45.42643,0.00115,0.59133,46.0,1.62469,0.88331
1668.4347,40.88256,0.13812,0.60215,46.0,1.63384,0.88841
1669.4373,45.79343,0.31361,0.62242,49.5,1.61244,0.89727
1670.44,49.28337,0.33774,0.71615,46.0,1.53023,0.91964
1671.4427,49.1194,0.12759,0.68736,49.5,1.68204,0.92459
1672.4453,34.70961,0.15625,0.53985,49.5,1.61836,0.90935
1673.448,49.5946,0.31285,0.74631,49.5,1.60097,0.91966
1674.4507,22.23942,0.20777,0.49066,50.5,1.56415,0.92804
1675.4533,42.47429,0.23401,0.63841,42.5,1.52981,0.93314
1676.456,42.56043,0.11123,0.59803,42.5,1.51404,0.93604
1677.4587,5.33054,0.10111,0.63856,43.5,1.43963,0.90929
1678.4613,5.23582,0.18218,0.76833,43.5,1.40896,0.91258
1679.464,55.52411,0.02537,0.6664,43.5,1.49064,0.89461
1680.4667,55.51629,0.06081,0.66473,43.5,1.47393,0.88761
1681.4693,55.61325,0.06044,0.66679,43.5,1.51007,0.89494
1682.472,55.64577,0.03221,0.66208,43.5,1.4902,0.88768
1683.4747,47.85953,0.00968,0.69915,43.5,1.45304,0.8815
1684.4773,44.61382,0.04802,0.60605,47.5,1.43934,0.92184
1685.48,47.78544,0.17595,0.67744,47.5,1.33272,0.90839
1686.4827,47.69371,0.02808,0.60245,47.5,1.33394,0.89924
1687.4853,47.63096,0.15358,0.6494,47.5,1.60333,0.91326
1688.488,39.62348,0.25294,0.50666,2.5,1.4363,0.93168
1689.4907,39.44966,0.22271,0.58472,39.5,1.43703,0.93996
1690.4933,39.41735,0.22737,0.61397,39.5,1.44408,0.92961
1691.496,3.84009,0.21642,0.59617,5.5,1.32588,0.93342
1692.4987,3.63091,0.17911,0.71624,5.5,1.25381,0.90781
1693.5013,3.03137,0.08424,0.85523,3.5,1.23581,0.91746
1694.504,3.10257,0.04743,0.86866,3.5,1.18534,0.91018
1695.5067,3.11552,0.20852,0.79704,3.5,1.29863,0.91799
1696.5093,5.5977,0.00358,0.74008,3.5,1.34618,0.91675
1697.512,5.54173,0.11244,0.69477,48.5,1.33737,0.88838
1698.5147,5.46966,0.09552,0.70636,5.0,1.33998,0.91778
1699.5173,48.53771,0.02179,0.6068,5.0,1.34688,0.92423
1700.52,25.58298,0.00109,0.57308,5.0,1.3189,0.93094
1701.5227,4.51573,0.14067,0.71656,5.0,1.27724,0.91935
1702.5253,4.42545,0.36453,0.88632,5.0,1.1,0.89988
1703.528,3.42598,0.08534,0.77865,5.0,1.3198,0.90896
1704.5307,4.22168,0.30989,0.82458,4.5,1.3708,0.90954
1705.5333,4.10639,0.33844,0.83084,4.0,1.38693,0.90058
